#Timestamp	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	Energy[J]	Run Duration (s)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE	L1D_TLB_REFILL	INST_RETIRED	EXC_TAKEN	EXC_RETURN	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB	L2D_CACHE	L2D_CACHE_REFILL	L2D_CACHE_WB	BUS_ACCESS	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	L1D_CACHE_LD	L1D_CACHE_ST	L1D_CACHE_REFILL_LD	L1D_CACHE_REFILL_ST	L1D_CACHE_WB_VICTIM	L1D_CACHE_WB_CLEAN	L1D_CACHE_INVAL	L1D_TLB_REFILL_LD	L1D_TLB_REFILL_ST	L2D_CACHE_LD	L2D_CACHE_ST	L2D_CACHE_REFILL_LD	L2D_CACHE_REFILL_ST	L2D_CACHE_WB_VICTIM	BUS_ACCESS_LD	BUS_ACCESS_ST	BUS_ACCESS_NOT_SHARED	BUS_ACCESS_NORMAL	BUS_ACCESS_PERIPH	MEM_ACCESS_LD	MEM_ACCESS_ST	UNALIGNED_LD_SPEC	UNALIGNED_ST_SPEC	UNALIGNED_LDST_SPEC	LDREX_SPEC	STREX_PASS_SPEC	STREX_FAIL_SPEC	LD_SPEC	ST_SPEC	LDST_SPEC	DP_SPEC	ASE_SPEC	VFP_SPEC	PC_WRITE_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC	ISB_SPEC	DSB_SPEC	DMB_SPEC	EXC_SVC	EXC_PABORT	EXC_DABORT	0EXC_IRQ	0EXC_SMC	0RC_LD_SPEC	0RC_ST_SPEC
123	ferret	3	204	36	5.072	0.324	2.20725	6.8125	1445225834	13320489	1830594	11117102	451925621	4813401	1058032	1363388	0	8736253	230837711	454442713	576274096	4303798	47345612	6043341	1366935	34967735	1384837949	1813608	1440957963	260154607	193467792	9162373	1896408	4149971	135297	40494	4486307	559252	34214292	12895986	4813401	1058032	1363388	23822766	10558642	34381408	34364302	16249	260763240	195019200	1053153	69322	1364217	3792639	3731298	183	303455525	150326966	455300219	656807112	2277772	5340191	232357359	202795567	24712312	29525691	1859645	163477	3414122	35754	9826	78210	2386	337	499928	2633951
124	ferret	1	307	36	5.072	0.364	2.093	5.75	1426971297	12839359	1743931	10778013	450888529	4267172	1012860	1337924	0	8568585	230855007	453450421	572166977	4240529	45482034	5251148	1332972	31563075	1377928239	1812368	1431089952	258855015	192273845	9082660	1926236	4195608	131676	32282	4495123	556289	32914473	12897556	4267172	1012860	1337924	20749652	10489804	31239456	31227541	11303	255976837	191950105	1294045	69882	1119854	3729703	3671139	168	298903177	148366852	448878029	646743467	2376905	5293732	230512024	201252488	24436854	29223461	1848795	163584	3306758	35745	9827	78131	1765	327	480293	2521718
125	ferret	2	307	36	5.064	0.364	2.093	5.75	1441669598	12700582	1770817	10867488	454761088	4543846	1028406	1337478	0	8466075	227615368	447770392	566174323	4131542	45757253	5535547	1335932	32739698	1380989934	1815492	1440905990	259745018	192833896	8922164	1871770	4083972	132726	33212	4540368	555884	33231724	12912968	4543846	1028406	1337478	22136119	10493118	32629237	32617373	11344	258370575	193476335	1164229	70585	1236171	3755260	3696357	227	299518754	148230925	448084327	645700809	2270117	5306965	231262365	201906880	24531428	29319403	1849929	161879	3304352	35768	9758	77895	1728	328	482879	2642027
126	ferret	3	307	36	5.072	0.365	2.1215625	5.8125	1419950033	12725762	1749332	10855849	448075300	4304109	990767	1319646	0	8559701	229536028	450762385	571493814	4375578	45014870	5382810	1333393	32140074	1376351107	1811260	1432609709	258650073	190802114	8933399	1858859	4051210	131710	30680	4514718	556492	32664149	12633714	4304109	990767	1319646	21651244	10626242	32277486	32265447	11428	258138786	193216895	946806	70283	1012229	3710800	3653231	139	298147437	148260528	448516880	646222781	2383381	5306480	229117165	200110898	24183667	28970187	1850679	162666	3378815	35760	10115	78168	1683	325	485698	2657760
127	ferret	1	403	36	5.072	0.405	1.7971875	4.4375	1435930792	12535051	1707011	10525593	449600084	4359312	1022804	1342720	0	8415668	229561944	450429226	569540292	4169676	44790224	5331056	1323841	31819665	1366950662	1811256	1434755006	256978568	192555156	8825269	1856480	4047990	127857	31003	4452670	552025	32381841	12610850	4359312	1022804	1342720	21505501	10654682	32160183	32150923	9145	257325735	192640555	943263	69836	1117307	3751365	3694443	133	298115424	147303314	445684424	642026345	2278007	5291090	231358639	201964789	24571052	29357766	1847146	161872	3424999	35757	9815	78791	1374	325	479458	2705324
128	ferret	2	403	36	5.072	0.365	1.779375	4.875	1437204683	12516417	1715374	10771676	449876749	4348451	1012879	1332134	0	8432338	228531131	448591814	567309546	4090766	45045975	5302694	1316651	31707584	1362399307	1809136	1434856228	256333031	192299780	8793346	1836124	4015246	130913	29656	4470390	551492	32106418	12406344	4348451	1012879	1332134	21334047	10546939	31880986	31871662	8855	257144907	192693796	942362	69997	1011806	3772296	3715012	142	299213008	149110982	451527294	650801398	2277954	5308293	229879691	200722072	24338137	29121534	1848148	163064	3396845	35762	10820	79087	1356	329	481354	2705713
129	ferret	3	403	36	5.072	0.405	1.8984375	4.6875	1427592221	12498595	1720079	10689441	446227205	4345882	1038165	1335480	0	8453436	226701153	445999266	563752624	4085506	44450403	5387022	1339458	32172339	1364199736	1809296	1433700659	256248392	191659755	8834519	1875406	4050040	127353	29026	4470211	548631	32280197	12619695	4345882	1038165	1335480	21802418	10758567	32560985	32550749	9389	257581094	192964608	1047370	69517	1014614	3754907	3697256	178	298655374	148286156	448420339	646114474	2311697	5283763	230867142	201474533	24571732	29356529	1843535	161045	3314101	35757	9817	78525	1339	326	480775	2575924
130	ferret	1	518	36	5.072	0.446	1.83975	4.125	1449322425	12251432	1686446	10639997	448585268	4130616	1002106	1314067	0	8374334	229616733	450229126	567690378	4084663	44671576	5195445	1338038	31532352	1374251525	1813652	1460622252	258956699	191954082	8810874	1829335	3987481	125241	24682	4478629	553568	31658728	12465047	4130616	1002106	1314067	21174735	10755472	31930207	31922480	7237	256981785	192408185	1044788	71012	1362402	3728108	3672388	197	296924684	147752193	446825128	643681261	2293141	5283966	228804034	199830681	24164126	28937260	1847205	163465	3453995	35754	9801	78156	1125	336	471984	2553614
131	ferret	2	518	36	5.072	0.446	1.6725	3.75	1446751080	12235041	1676995	10526223	448065345	4190802	993118	1311414	0	8413313	229019750	449852249	568735637	4165235	44608321	5190706	1316755	31190455	1364343336	1810152	1444987408	256526973	191218144	8722175	1817441	3966476	124594	24061	4430193	547108	31582192	12471673	4190802	993118	1311414	20967811	10691671	31659482	31651302	8034	255661041	191492357	1293508	69559	1009645	3838268	3782727	169	299949585	148588426	449266740	647394912	2272309	5287146	229418424	200320160	24292877	29062188	1845410	161722	3436059	35742	10153	78182	1061	324	470646	2575894
132	ferret	3	518	36	5.072	0.446	1.72825	3.875	1452889770	12170645	1691257	10589504	450567151	4225281	1013946	1318370	0	8441508	230032136	451068979	569217799	4124338	44308246	5104019	1318810	31077133	1361048305	1810336	1445905097	256180562	191230912	8826474	1862175	4042256	123666	28086	4394375	551172	31611214	12393783	4225281	1013946	1318370	20290872	10390602	30681474	30674245	7196	257869166	193244506	1291343	70927	1012608	3798477	3742681	125	299552074	147067343	444955917	640777463	2367654	5321809	227018603	198264213	23945908	28718292	1844711	162827	3289167	35750	10128	78473	1042	329	473443	2583721
133	ferret	1	614	36	5.072	0.486	1.76175	3.625	1463600372	12139236	1687953	10505383	449137268	4062259	1032642	1330676	0	8324121	229040257	449516050	566563813	4073920	44285003	5103364	1328170	30955151	1365201298	1813352	1463592582	257166876	193687759	8983878	1857095	4087814	124606	22443	4422281	546481	31428197	12446724	4062259	1032642	1330676	20364337	10596598	30960935	30954546	6582	256946502	192402285	1048197	69727	1012592	3756417	3700201	149	297068024	147559393	446506587	643474326	2286020	5302568	228820479	199798391	24211964	28986015	1843324	162892	3231103	35756	10781	78428	1037	326	470297	2556874
134	ferret	2	614	36	5.072	0.486	1.731375	3.5625	1452479223	11938998	1661726	10743770	445087730	4056255	1034991	1335076	0	8314601	228745268	448865992	567029150	4124380	43740637	5076473	1326357	30819859	1355996984	1808432	1456178623	255307565	191043468	8691047	1837307	3986837	120660	21323	4379397	547752	31521045	12463726	4056255	1034991	1335076	20270999	10418139	30689138	30682945	6047	255520738	191157574	935539	70067	1007678	3730253	3675143	148	296978371	148409441	448939469	646800770	2276471	5284882	229263059	200180580	24274313	29046397	1842144	161740	3342502	35751	9773	78436	958	326	469587	2528392
135	ferret	3	614	36	5.072	0.486	1.913625	3.9375	1455208693	12048247	1667727	10624284	446053006	4033163	1006587	1298754	0	8320416	228674314	448382439	565857518	4125929	43934405	5085613	1323970	30931837	1362081688	1810836	1459451074	256670744	190099766	8790786	1843527	3980264	120398	24565	4370834	548331	31338407	12328924	4033163	1006587	1298754	20610099	10441194	31051293	31044216	5980	256949465	192515491	936463	69113	1008436	3825060	3768106	522	299090672	147689714	446445865	643191174	2282562	5291546	229532122	200470174	24258136	29025866	1842085	161842	3311052	35762	10525	78762	949	328	470072	2607591
136	ferret	1	710	36	5.072	0.486	1.51875	3.125	1479984772	12013437	1668270	10550555	450529116	3974797	991915	1314160	0	8378128	228530206	448569593	566501945	4077425	43538330	4991681	1318835	30497258	1359012105	1809936	1469813685	255937737	191088343	8652556	1839587	3977642	121775	22003	4431442	547196	31269047	12308544	3974797	991915	1314160	20373373	10757684	31131057	31125409	5893	255720360	191586424	939351	69499	1233383	3740398	3685871	155	296915730	147401391	445853985	642464650	2280069	5308487	229347093	200269212	24276629	29041795	1838038	161831	3231637	35750	9490	78144	819	326	467812	2580923
137	ferret	2	710	36	5.072	0.486	1.64025	3.375	1473899093	11949340	1658875	10461012	449299254	3906601	1000223	1308224	0	8298278	230879171	452777886	570590569	4138049	43388950	4877579	1289321	29825430	1360965724	1810704	1468878435	255986356	190834890	8605028	1810505	3936755	121445	23382	4412827	539636	31316979	12428987	3906601	1000223	1308224	19868779	10364356	30233135	30227067	5540	255847357	191766228	1160470	70262	1232332	3725348	3670095	106	296054423	147402647	445896458	642252336	2288755	5298097	228523549	199522539	24201750	28964926	1839150	161061	3310438	35760	10442	78190	932	332	466441	2518219
138	ferret	3	710	36	5.064	0.486	1.51875	3.125	1469649395	11948568	1663361	10477963	446089980	3953289	992228	1296710	0	8280983	228483115	447999709	565983298	4099159	43614122	4983515	1319829	30577306	1360897302	1809680	1472604997	255925924	191076741	8629425	1838728	3986322	119290	20525	4465251	555171	31410107	12350190	3953289	992228	1296710	19711212	10335862	30047074	30040522	5825	257338085	192478779	935513	70847	1117622	3778760	3724140	134	298378594	148431217	449097663	647319622	2269909	5293979	228266282	199331644	24134247	28898561	1842389	161749	3405770	35745	9836	78802	880	326	466794	2531030
139	ferret	1	921	36	5.064	0.567	1.5946875	2.8125	1504338963	11815067	1645081	10515191	446938587	3886286	999261	1310556	0	8232649	228822773	449117146	565957456	4060564	43426830	4852585	1306268	29872046	1365028658	1811964	1507372548	256963703	192481298	8722009	1831507	4012011	118991	18746	4435938	550871	30921055	12417662	3886286	999261	1310556	19522655	10430074	29952729	29947850	4518	255562492	191464325	1161932	69782	1229365	3659575	3605042	189	294306283	147189170	444858274	640973545	2285516	5279256	229572872	200498005	24273113	29038784	1839568	161394	3279777	35765	9822	78214	764	330	466877	2572351
140	ferret	2	921	36	5.064	0.607	1.745125	2.875	1513261422	11773610	1649577	10631106	450172201	3876952	992973	1312430	0	8269600	229480858	449431046	566750265	4039592	42896920	4861641	1305482	29792358	1356452407	1809272	1502779751	255373137	192776565	8724987	1838629	4041946	117936	23169	4376963	546649	30611019	12239164	3876952	992973	1312430	19345020	10408686	29753706	29749075	4447	258509578	193549710	937958	70583	1232013	3781647	3726628	166	297141782	147184587	445264063	641250591	2274569	5286327	228714542	199792249	24125720	28886215	1838650	160624	3335418	35757	10134	78716	736	326	465204	2603153
141	ferret	3	921	36	5.064	0.567	1.7364375	3.0625	1496192274	11701905	1633119	10401828	445497134	3869065	1005799	1312742	0	8210927	227283123	445764610	562401231	4107624	43379494	4864036	1315995	30002440	1368519545	1813204	1508185547	257721825	189951102	8580770	1811869	3915047	115819	21812	4421291	543612	30746911	12286402	3869065	1005799	1312742	19446138	10481220	29927358	29922424	4487	256748106	192249863	937045	70506	1361535	3701052	3645836	187	295006626	147466425	446253332	643039643	2273419	5329937	230633325	201347013	24486487	29250228	1846774	162696	3453352	35753	10135	78448	729	327	466140	2516601
142	ferret	1	1036	36	5.064	0.607	1.745125	2.875	1516003977	11737798	1632325	10501159	445642708	3795709	990574	1295120	0	8239388	227599851	446775821	562670733	4073259	42991681	4877679	1314543	29933624	1349713371	1807668	1507544963	254303233	191510071	8656087	1838756	3980155	120417	20592	4478710	552522	30820627	12371349	3795709	990574	1295120	19092428	10503236	29595664	29590757	4467	256270542	191928005	1047117	70241	1118065	3792755	3737414	179	296916723	146848427	443884243	639270920	2267124	5278045	229994013	200802992	24395249	29154948	1841375	160798	3377637	35765	9796	77883	624	332	461511	2496321
143	ferret	2	1036	37	5.064	0.648	1.863	2.875	1501497672	11709246	1632183	10360728	441732029	3732171	988136	1292746	0	8188809	228200234	447987143	564269648	4047713	43130986	4839119	1310729	29768350	1356203026	1809532	1517115881	255491706	190809597	8677805	1848105	3974185	118018	20808	4454785	548658	30882390	12340729	3732171	988136	1292746	19257759	10494937	29752696	29748546	4073	255448502	191453507	1163045	70082	1008333	3739187	3685095	242	296277660	147370228	445600179	642013239	2297452	5277317	231021205	201621926	24598576	29363200	1845706	161409	3415187	35748	10170	78468	537	328	463658	2594434
144	ferret	3	1036	37	5.064	0.648	1.782	2.75	1536478951	11834790	1647761	10646530	452726167	3772265	1000984	1306980	0	8248070	226329550	444621535	560951154	4054575	43281362	4767205	1287263	29294599	1361326589	1810756	1520984812	256420818	190972165	8691574	1866156	4031194	117886	17436	4447477	545856	30679072	12298826	3772265	1000984	1306980	18927323	10191642	29118965	29114569	4028	254571503	190804947	1287712	68944	1005446	3713248	3658540	151	295700066	146736156	443599892	639008732	2370263	5295034	228978292	199997602	24184569	28944611	1840479	161731	3399969	35752	9804	78186	671	336	465311	2557774
145	ferret	1	1132	36	5.056	0.728	2.1385	2.9375	1517704582	11758987	1641240	10420788	444688852	3708591	964613	1283373	0	8272228	228797314	448667662	565455525	4082702	42886511	4827212	1306850	29741149	1376755419	1815704	1543821087	259845841	191425835	8782084	1829515	3987455	117305	19664	4367610	540247	30456293	12176971	3708591	964613	1283373	19280041	10489885	29769926	29765663	4064	254882531	190722206	1292716	69696	1117581	3751692	3697448	143	296652887	146454152	443051780	638141834	2266741	5266219	229292597	200249096	24247883	29007420	1836975	159749	3283694	35755	10114	78146	608	326	462968	2540135
146	ferret	2	1132	36	5.064	0.648	1.7415	2.6875	1522636633	11680717	1644824	10323415	447300352	3791364	1013673	1326879	0	8271181	227387716	446324644	562594326	4048556	43075417	4782880	1300576	29538324	1362443826	1810608	1525877833	256589266	190346256	8551238	1820664	3946778	113182	19441	4396621	551302	30603368	12253645	3791364	1013673	1326879	19323715	10519595	29843310	29838276	4490	255571316	191664132	1163388	69801	1116605	3742117	3687315	138	295834768	147241256	444903309	641463704	2271998	5281051	228226653	199339162	24094502	28851414	1840343	161648	3365105	35754	9494	77841	533	332	466862	2605260
147	ferret	3	1132	36	5.064	0.648	1.782	2.75	1517658912	11717915	1640828	10260320	446406245	3794993	1010146	1326719	0	8202723	227816734	446530519	563787877	4040972	42438633	4639527	1309967	29093557	1356670636	1809356	1517867811	255487972	191476986	8670783	1840282	4004076	115754	21214	4450721	547291	30613542	12228313	3794993	1010146	1326719	19017310	10537802	29555112	29551022	3941	256594750	192081596	937574	70383	1009683	3729469	3675478	162	295637623	146594804	442617030	638121890	2271452	5308626	229279376	200261388	24222656	28981903	1837207	161536	3271494	35758	10817	78415	580	328	463101	2478977
148	ferret	1	1224	36	5.056	0.728	2.0475	2.8125	1539087774	11759819	1643333	10427274	446777027	3655249	997224	1301472	0	8243119	228651806	448322538	566005316	4043792	42755005	4702589	1291920	29060317	1352930273	1810420	1533750653	254960790	189115036	8558812	1840524	3944290	116462	18959	4346721	540351	30451227	12128400	3655249	997224	1301472	19156681	10450194	29606875	29603096	3686	256107920	191747026	1290593	68481	1227718	3662160	3608605	134	293727529	146917418	443280038	639040792	2295443	5277279	231087476	201747570	24541310	29303814	1840862	161728	3344973	35765	9793	77869	530	328	464155	2573825
149	ferret	2	1224	36	5.064	0.728	2.002	2.75	1528912689	11676704	1647263	10272506	443305660	3727775	990313	1302270	0	8232448	231050999	452319513	569267562	4114402	43159633	4839409	1313465	29759192	1346846291	1807408	1520941306	253899843	190109633	8489732	1800071	3896193	115621	18012	4446858	546587	30943223	12545237	3727775	990313	1302270	19253944	10453847	29707791	29703485	3763	256837987	192497271	938628	70921	1230789	3830206	3776391	151	297878591	146529038	442019344	637081960	2278128	5283736	229021308	200043463	24184041	28941753	1837723	160543	3336781	35744	9799	78415	481	325	462766	2538684
150	ferret	3	1224	37	5.056	0.728	1.9565	2.6875	1530302035	11772768	1626039	10475874	443771519	3728930	993744	1296200	0	8228313	228405226	447524248	564031603	4046600	43005427	4731220	1324763	29496292	1357315839	1810712	1538476466	255767933	191537062	8730049	1811286	3940070	119691	19918	4461381	547228	30743004	12310544	3728930	993744	1296200	18761330	10350989	29112319	29108700	3928	255851656	191500562	1158552	70200	1007503	3720104	3665376	169	295435357	146765106	443330636	639191816	2278587	5280152	228758051	199834006	24128394	28887964	1841472	163101	3373342	35747	9808	78427	509	330	462412	2494337
151	ferret	1	1428	37	5.056	0.93	2.67375	2.875	1565354985	11577497	1634035	10360785	447097901	3712786	1008222	1325916	0	8178747	228006997	447107301	563496770	4060020	42949491	4743746	1316505	29453354	1353017476	1808772	1562022821	255013399	190091578	8560134	1846070	3976142	116270	17177	4444395	543728	30383972	12228915	3712786	1008222	1325916	18700315	10429679	29129994	29126365	3303	255238557	191027956	939576	69902	1229063	3762623	3708694	135	296117474	146361988	441908910	636921920	2270520	5320081	226897862	198293151	23817536	28568618	1839247	161517	3398364	35765	10154	78516	456	325	462107	2539538
152	ferret	2	1428	37	5.056	0.93	2.615625	2.8125	1561899620	11665372	1629792	10352832	446181822	3688725	988753	1303234	0	8098211	227018001	445474021	561208764	4101649	42625672	4690378	1317382	29269442	1349387809	1809204	1555250834	254187196	192086005	8624256	1830315	3972435	117174	22125	4409233	542961	30422119	12185918	3688725	988753	1303234	18863183	10574867	29438050	29434723	3611	256065978	191618105	1162523	69489	1364769	3740305	3685263	152	295244467	146749040	443342332	639244738	2269044	5283593	227010324	198373837	23847092	28600390	1837862	162722	3247444	35761	9795	78513	472	331	462789	2508790
